id,title,description,category,resolution,priority,scenario_id
3645,Intermittent connectivity at Hyderabad Office,[TCK-62156] User v.nair reports that users at Hyderabad Office are experiencing intermittent network drops every few minutes. Kindly look into this at the earliest.,Network,A failing uplink switch at Hyderabad Office was flapping; replaced the faulty switch and reconfigured link redundancy to prevent single-point drops.,Medium,0
3646,customers_pg running out of connections,[TCK-24543] Flagged during routine checks: customers_pg is rejecting new connections with a 'too many connections' error during peak traffic. Please confirm root cause and next steps.,Database,Introduced a connection pooler in front of customers_pg and lowered per-service pool sizes; connection exhaustion no longer occurs at peak.,High,1
3647,Stale data shown in Payroll,[TCK-95166] Support desk logged the following: Payroll is displaying data that is several hours out of date despite the source having been updated. Awaiting assignment to the right team.,Application,The Payroll cache was not being invalidated on write; fixed the cache-busting key and reduced the TTL so users see current data.,High,4
3648,New joiner access request for a.kulkarni,"[TCK-45212] Ticket raised because new employee a.kulkarni needs standard access provisioned to email, Inventory Manager, and the Noida Tech Park file shares. This is impacting daily work.",Access Management,"Provisioned a.kulkarni with the standard role granting email, Inventory Manager, and Noida Tech Park share access, and confirmed successful first login.",Medium,0
3649,Password reset for a.patel,[TCK-74021] User a.patel reports that user a.patel is locked out and has requested a password reset for their corporate account. Kindly look into this at the earliest.,Access Management,"Verified the identity of a.patel, reset the password, and required a change plus MFA re-registration at next login.",Low,1
3650,Analytics Dashboard integration with Workday failing,[TCK-72781] Ticket raised because the Analytics Dashboard integration with Workday has stopped syncing and shows repeated authentication failures. This is impacting daily work.,Application,"The Workday API credentials used by Analytics Dashboard had expired; rotated the token, stored it in the secrets manager, and re-enabled the sync job.",Medium,5
3651,Cannot mount \\fs04\legal on new machines,"[TCK-25301] Support desk logged the following: recently provisioned machines fail to map the file share \\fs04\legal, though existing machines connect fine. Awaiting assignment to the right team.",Storage,The new machines were missing the updated SMB protocol setting required by \\fs04\legal; pushed the correct client configuration via policy and the share mapped successfully.,High,8
3652,New joiner access request for r.desai,"[TCK-75995] We are observing that new employee r.desai needs standard access provisioned to email, CRM, and the Hyderabad Office file shares. Requesting priority attention from the relevant team.",Access Management,"Provisioned r.desai with the standard role granting email, CRM, and Hyderabad Office share access, and confirmed successful first login.",Low,0
3653,Disk full on reporting_mongo host,[TCK-21988] Reported by the Chennai Support team: the data volume for reporting_mongo is at 100% usage and the database has switched to read-only mode. Please investigate and resolve.,Database,"Archived old WAL/transaction logs and expanded the reporting_mongo data volume, then brought the database back into read-write mode.",Medium,5
3654,Load balancer dropping backends behind PRD-DB-12,[TCK-90760] We are observing that the load balancer keeps marking PRD-DB-12 as unhealthy and pulling it out of rotation despite the service running. Requesting priority attention from the relevant team.,Infrastructure,"The health-check endpoint on PRD-DB-12 was timing out under load; raised the probe timeout and interval, and PRD-DB-12 stayed reliably in rotation.",High,6
3655,Unauthorized privilege escalation detected for a.kulkarni,[TCK-60630] Monitoring alerted us that audit logs show account a.kulkarni was granted administrator rights outside the normal approval workflow. Escalating for investigation.,Security,"Revoked the unauthorized admin rights from a.kulkarni, traced the change to a misconfigured group policy, and tightened the privileged-access approval controls.",Medium,7
3656,DHCP not assigning addresses at Kolkata Branch,[TCK-93327] Issue summary: new devices at Kolkata Branch are failing to get an IP address and fall back to self-assigned addresses. It started earlier today and has not self-resolved.,Network,"The DHCP scope for Kolkata Branch had exhausted its available leases; expanded the scope range and shortened the lease time, and devices began getting addresses again.",Medium,7
3657,Phishing email reported by n.gupta,[TCK-41296] Reported by the Ahmedabad Office team: user n.gupta reported a phishing email with a credential-harvesting link that several staff may have clicked. Please investigate and resolve.,Security,"Removed the phishing message from all mailboxes via mail-flow rules, blocked the sender domain, and reset passwords for affected users.",High,1
3658,Failover did not promote replica for customers_pg,"[TCK-12678] Support desk logged the following: the primary for customers_pg went down but the standby replica never got promoted, leaving the application without a writable database. Awaiting assignment to the right team.",Database,"Manually promoted the customers_pg replica to primary, repointed the application connection string, and fixed the failover automation that had a stale health-check.",Medium,10
3659,Field Service App says it can't find the data,"[TCK-73495] Support desk logged the following: Field Service App shows an error mentioning a broken connection to where the data is kept, and no records load at all. Awaiting assignment to the right team.",Database,Diagnosed a dropped connection between Field Service App and audit_mysql caused by a credentials rotation; updated the stored connection string and confirmed Field Service App could load data again.,High,7
3660,File share \\nas03\media inaccessible,[TCK-90608] Reported by the Kolkata Branch team: users cannot access the network file share \\nas03\media; it returns 'network path not found'. Please investigate and resolve.,Storage,"The share service backing \\nas03\media had crashed; restarted it, verified permissions, and remapped the share for affected users.",Medium,0
